   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00
   1.1782727e+00   1.0857373e+00   7.4255926e+02   1.0130686e+00   1.0006784e+00   1.0000271e+00
   1.4317395e+00   1.1950234e+00   1.4344214e+03   1.0577327e+00   1.0055855e+00   1.0004435e+00
   1.7607955e+00   1.3358488e+00   2.0953045e+03   1.1399932e+00   1.0196468e+00   1.0021835e+00
   2.1697077e+00   1.5171097e+00   2.7354857e+03   1.2668620e+00   1.0474462e+00   1.0068700e+00
   2.6723092e+00   1.7470993e+00   3.3609419e+03   1.4437129e+00   1.0945432e+00   1.0165255e+00
   3.2817963e+00   2.0370834e+00   3.9753134e+03   1.6797195e+00   1.1657945e+00   1.0338408e+00
   4.0226572e+00   2.3979780e+00   4.5808558e+03   1.9822284e+00   1.2678594e+00   1.0617147e+00
   4.9164177e+00   2.8454248e+00   5.1790192e+03   2.3645671e+00   1.4065662e+00   1.1038682e+00
   5.9950036e+00   3.3961182e+00   5.7707229e+03   2.8397593e+00   1.5898073e+00   1.1642690e+00
   7.2971032e+00   4.0697870e+00   6.3565729e+03   3.4232701e+00   1.8268517e+00   1.2475373e+00
   8.8560066e+00   4.8937393e+00   6.9369577e+03   4.1398798e+00   2.1261588e+00   1.3594833e+00
   1.0734102e+01   5.8929386e+00   7.5121220e+03   5.0070752e+00   2.5025015e+00   1.5058120e+00
   1.2975648e+01   7.1059504e+00   8.0822113e+03   6.0602333e+00   2.9674482e+00   1.6945609e+00
   1.5653997e+01   8.5709863e+00   8.6472860e+03   7.3293405e+00   3.5394639e+00   1.9339247e+00
   1.8850413e+01   1.0333884e+01   9.2073338e+03   8.8511511e+00   4.2395165e+00   2.2338986e+00
   2.2629078e+01   1.2456913e+01   9.7622721e+03   1.0682635e+01   5.0866025e+00   2.6073424e+00
   2.7119237e+01   1.4993998e+01   1.0311915e+04   1.2859960e+01   6.1148869e+00   3.0666983e+00
   3.2397095e+01   1.8028643e+01   1.0855981e+04   1.5459101e+01   7.3498902e+00   3.6299481e+00
   3.8590582e+01   2.1641383e+01   1.1394025e+04   1.8542127e+01   8.8312109e+00   4.3154566e+00
   4.5844269e+01   2.5920343e+01   1.1925396e+04   2.2173764e+01   1.0605609e+01   5.1447339e+00
   5.4222198e+01   3.0990359e+01   1.2449218e+04   2.6467966e+01   1.2708933e+01   6.1463508e+00
   6.3918393e+01   3.6944682e+01   1.2964187e+04   3.1477004e+01   1.5210455e+01   7.3464883e+00
   7.4993274e+01   4.3920971e+01   1.3468609e+04   3.7315613e+01   1.8160775e+01   8.7814767e+00
   8.7499501e+01   5.2056331e+01   1.3960208e+04   4.4088685e+01   2.1620573e+01   1.0490231e+01
   1.0156300e+02   6.1450176e+01   1.4435850e+04   5.1834541e+01   2.5677878e+01   1.2511420e+01
   1.1701266e+02   7.2263106e+01   1.4891798e+04   6.0689142e+01   3.0377431e+01   1.4897868e+01
   1.3379282e+02   8.4576563e+01   1.5323081e+04   7.0663636e+01   3.5804265e+01   1.7696187e+01
   1.5170525e+02   9.8446747e+01   1.5723715e+04   8.1742283e+01   4.2030933e+01   2.0957710e+01
   1.7018548e+02   1.1395514e+02   1.6087095e+04   9.3971632e+01   4.9075272e+01   2.4742896e+01
   1.8888634e+02   1.3101663e+02   1.6405143e+04   1.0716271e+02   5.7003623e+01   2.9096794e+01
   2.0713357e+02   1.4952846e+02   1.6669641e+04   1.2114579e+02   6.5816336e+01   3.4067724e+01
   2.2399264e+02   1.6934951e+02   1.6872445e+04   1.3574382e+02   7.5454744e+01   3.9698141e+01
   2.3887787e+02   1.9012676e+02   1.7004613e+04   1.5050781e+02   8.5885554e+01   4.6006887e+01
   2.5090224e+02   2.1150023e+02   1.7057096e+04   1.6504941e+02   9.6979287e+01   5.3001805e+01
   2.5906446e+02   2.3306203e+02   1.7019636e+04   1.7897547e+02   1.0854027e+02   6.0667848e+01
   2.6273789e+02   2.5419112e+02   1.6875230e+04   1.9163710e+02   1.2038143e+02   6.8957392e+01
   2.6113155e+02   2.7427297e+02   1.6609732e+04   2.0247014e+02   1.3222443e+02   7.7795578e+01
   2.5347707e+02   2.9270635e+02   1.6219195e+04   2.1099549e+02   1.4371797e+02   8.7073489e+01
   2.4044142e+02   3.0875598e+02   1.5731653e+04   2.1657771e+02   1.5452888e+02   9.6642218e+01
   2.2339671e+02   3.2190446e+02   1.5185795e+04   2.1889045e+02   1.6429980e+02   1.0632402e+02
   2.0393381e+02   3.3196368e+02   1.4617454e+04   2.1804563e+02   1.7266459e+02   1.1591553e+02
   1.8387454e+02   3.3889801e+02   1.4050072e+04   2.1428517e+02   1.7937547e+02   1.2519196e+02
   1.6447278e+02   3.4289155e+02   1.3498033e+04   2.0807420e+02   1.8427765e+02   1.3392438e+02
   1.4656275e+02   3.4423831e+02   1.2970496e+04   1.9994621e+02   1.8731001e+02   1.4192377e+02
   1.3051690e+02   3.4331498e+02   1.2472985e+04   1.9047298e+02   1.8850570e+02   1.4901949e+02
   1.1653956e+02   3.4047101e+02   1.2008720e+04   1.8011294e+02   1.8800800e+02   1.5506483e+02
   1.0444561e+02   3.3610434e+02   1.1579546e+04   1.6936489e+02   1.8594960e+02   1.5998190e+02
   9.4085805e+01   3.3053519e+02   1.1185808e+04   1.5856804e+02   1.8253931e+02   1.6372048e+02
   8.5363710e+01   3.2401233e+02   1.0826876e+04   1.4793146e+02   1.7802182e+02   1.6626629e+02
   7.7932182e+01   3.1681612e+02   1.0501871e+04   1.3771589e+02   1.7258528e+02   1.6765310e+02
   7.1632098e+01   3.0913057e+02   1.0209242e+04   1.2802631e+02   1.6645180e+02   1.6793454e+02
   6.6329972e+01   3.0110289e+02   9.9472155e+03   1.1891762e+02   1.5982540e+02   1.6718829e+02
   6.1784217e+01   2.9289019e+02   9.7140783e+03   1.1047340e+02   1.5286297e+02   1.6550998e+02
   5.7908645e+01   2.8458231e+02   9.5078955e+03   1.0268117e+02   1.4572463e+02   1.6300435e+02
   5.4606606e+01   2.7625829e+02   9.3268060e+03   9.5525679e+01   1.3854026e+02   1.5978201e+02
   5.1735573e+01   2.6799977e+02   9.1690965e+03   8.9009874e+01   1.3140749e+02   1.5595306e+02
   4.9255853e+01   2.5984707e+02   9.0330291e+03   8.3084459e+01   1.2441673e+02   1.5162695e+02
   4.7116817e+01   2.5183710e+02   8.9170166e+03   7.7707757e+01   1.1763565e+02   1.4690784e+02
   4.5235497e+01   2.4401121e+02   8.8196678e+03   7.2856593e+01   1.1111095e+02   1.4189093e+02
   4.3588618e+01   2.3638754e+02   8.7396725e+03   6.8482668e+01   1.0488116e+02   1.3666505e+02
   4.2159690e+01   2.2897885e+02   8.6759258e+03   6.4539608e+01   9.8971690e+01   1.3131059e+02
   4.0907815e+01   2.2180311e+02   8.6276546e+03   6.0997227e+01   9.3396656e+01   1.2589713e+02
   3.9806226e+01   2.1487196e+02   8.5944538e+03   5.7823315e+01   8.8163624e+01   1.2048533e+02
   3.8856417e+01   2.0818717e+02   8.5762159e+03   5.4978907e+01   8.3272914e+01   1.1512807e+02
   3.8051913e+01   2.0175323e+02   8.5736854e+03   5.2434434e+01   7.8720252e+01   1.0986960e+02
   3.7380673e+01   1.9557690e+02   8.5885780e+03   5.0168043e+01   7.4498959e+01   1.0474585e+02
   3.6854682e+01   1.8965900e+02   8.6234857e+03   4.8152784e+01   7.0602379e+01   9.9786237e+01
   3.6477727e+01   1.8400739e+02   8.6823958e+03   4.6378900e+01   6.7013230e+01   9.5014038e+01
   3.6263179e+01   1.7863194e+02   8.7693650e+03   4.4840405e+01   6.3716641e+01   9.0447235e+01
   3.6247822e+01   1.7354007e+02   8.8881856e+03   4.3526982e+01   6.0704455e+01   8.6098998e+01
   3.6490115e+01   1.6873763e+02   9.0422608e+03   4.2425481e+01   5.7974067e+01   8.1978066e+01
   3.7028069e+01   1.6424470e+02   9.2323758e+03   4.1546674e+01   5.5514020e+01   7.8092177e+01
   3.7881419e+01   1.6009190e+02   9.4565468e+03   4.0915332e+01   5.3314790e+01   7.4445734e+01
   3.9097249e+01   1.5630481e+02   9.7111202e+03   4.0545872e+01   5.1375195e+01   7.1042127e+01
   4.0734749e+01   1.5290861e+02   9.9909184e+03   4.0450533e+01   4.9697957e+01   6.7884996e+01
   4.2816885e+01   1.4994095e+02   1.0290473e+04   4.0657975e+01   4.8285998e+01   6.4976806e+01
   4.5387081e+01   1.4743382e+02   1.0604574e+04   4.1184388e+01   4.7152450e+01   6.2318500e+01
   4.8463756e+01   1.4542846e+02   1.0928648e+04   4.2060708e+01   4.6303624e+01   5.9915853e+01
   5.2043223e+01   1.4397363e+02   1.1258744e+04   4.3328684e+01   4.5742983e+01   5.7777085e+01
   5.6184141e+01   1.4309755e+02   1.1591361e+04   4.4992511e+01   4.5495859e+01   5.5904975e+01
   6.0917869e+01   1.4283561e+02   1.1923456e+04   4.7067799e+01   4.5581787e+01   5.4306625e+01
   6.6189229e+01   1.4324761e+02   1.2252433e+04   4.9609968e+01   4.6002795e+01   5.2995255e+01
   7.2024969e+01   1.4436353e+02   1.2575728e+04   5.2624589e+01   4.6783199e+01   5.1979180e+01
   7.8471898e+01   1.4619983e+02   1.2890790e+04   5.6096185e+01   4.7953695e+01   5.1266963e+01
   8.5426712e+01   1.4880906e+02   1.3195286e+04   6.0070913e+01   4.9515030e+01   5.0875290e+01
   9.2813930e+01   1.5222253e+02   1.3486741e+04   6.4563192e+01   5.1477722e+01   5.0817735e+01
   1.0066048e+02   1.5642331e+02   1.3762335e+04   6.9514023e+01   5.3875515e+01   5.1102525e+01
   1.0881757e+02   1.6142643e+02   1.4019352e+04   7.4924993e+01   5.6706699e+01   5.1745004e+01
   1.1706832e+02   1.6724386e+02   1.4254971e+04   8.0802089e+01   5.9957384e+01   5.2760148e+01
   1.2536480e+02   1.7380829e+02   1.4465783e+04   8.7034894e+01   6.3646658e+01   5.4152385e+01
   1.3351215e+02   1.8106520e+02   1.4648359e+04   9.3550275e+01   6.7760334e+01   5.5928948e+01
   1.4116511e+02   1.8897294e+02   1.4799257e+04   1.0031346e+02   7.2251037e+01   5.8097412e+01
   1.4815635e+02   1.9740163e+02   1.4914278e+04   1.0716759e+02   7.7098556e+01   6.0651795e+01
   1.5427548e+02   2.0620045e+02   1.4988927e+04   1.1394603e+02   8.2262012e+01   6.3582149e+01
   1.5914366e+02   2.1523839e+02   1.5018770e+04   1.2053805e+02   8.7657507e+01   6.6875413e+01
   1.6246516e+02   2.2433265e+02   1.4999116e+04   1.2677466e+02   9.3201679e+01   7.0505763e+01
   1.6408922e+02   2.3323527e+02   1.4925495e+04   1.3241016e+02   9.8813665e+01   7.4436419e+01
   1.6382450e+02   2.4172398e+02   1.4796195e+04   1.3726018e+02   1.0437779e+02   7.8622235e+01
   1.6149181e+02   2.4959606e+02   1.4612568e+04   1.4118800e+02   1.0975441e+02   8.3007425e+01
   1.5724754e+02   2.5661072e+02   1.4380528e+04   1.4400729e+02   1.1482036e+02   8.7521911e+01
   1.5139806e+02   2.6256863e+02   1.4109620e+04   1.4559421e+02   1.1944606e+02   9.2088164e+01
   1.4428704e+02   2.6734788e+02   1.3810995e+04   1.4592460e+02   1.2350851e+02   9.6621125e+01
   1.3633094e+02   2.7088748e+02   1.3496663e+04   1.4504712e+02   1.2689674e+02   1.0103473e+02
   1.2799748e+02   2.7317182e+02   1.3176349e+04   1.4304760e+02   1.2953789e+02   1.0523572e+02
   1.1963815e+02   2.7424994e+02   1.2857885e+04   1.4007601e+02   1.3139121e+02   1.0912585e+02
   1.1153598e+02   2.7419970e+02   1.2547301e+04   1.3629582e+02   1.3244005e+02   1.1263108e+02
   1.0390209e+02   2.7312785e+02   1.2248822e+04   1.3188446e+02   1.3269141e+02   1.1570119e+02
   9.6825390e+01   2.7116605e+02   1.1965270e+04   1.2703116e+02   1.3218182e+02   1.1828332e+02
   9.0399701e+01   2.6842601e+02   1.1698438e+04   1.2187086e+02   1.3098778e+02   1.2033250e+02
   8.4607110e+01   2.6503891e+02   1.1449522e+04   1.1655833e+02   1.2917441e+02   1.2183193e+02
   7.9372947e+01   2.6113690e+02   1.1219156e+04   1.1123927e+02   1.2681024e+02   1.2278079e+02
   7.4730609e+01   2.5680314e+02   1.1007389e+04   1.0597107e+02   1.2399945e+02   1.2318355e+02
   7.0634343e+01   2.5213162e+02   1.0814109e+04   1.0082798e+02   1.2082687e+02   1.2306131e+02
   6.6968278e+01   2.4722544e+02   1.0639077e+04   9.5899325e+01   1.1735951e+02   1.2244738e+02
   6.3730395e+01   2.4214167e+02   1.0481776e+04   9.1199783e+01   1.1368493e+02   1.2137792e+02
   6.0901238e+01   2.3693400e+02   1.0341671e+04   8.6742202e+01   1.0987795e+02   1.1989631e+02
   5.8393121e+01   2.3166956e+02   1.0218325e+04   8.2565823e+01   1.0599111e+02   1.1805037e+02
