0.000000000000000000e+00 1.284287269363945327e+00
5.002501250625312297e-04 1.278157638417506403e+00
1.000500250125062459e-03 1.271955333197251736e+00
1.500750375187593797e-03 1.265681694347509989e+00
2.001000500250124919e-03 1.259338056086881208e+00
2.501250625312656257e-03 1.252925744497765725e+00
3.001500750375187595e-03 1.246446092674454942e+00
3.501750875437718933e-03 1.239900480016701945e+00
4.002001000500249837e-03 1.233290258124180694e+00
4.502251125562781175e-03 1.226616771044286569e+00
5.002501250625312514e-03 1.219881368863606763e+00
5.502751375687843852e-03 1.213085443616693349e+00
6.003001500750375190e-03 1.206230359785169348e+00
6.503251625812906528e-03 1.199317474428454933e+00
7.003501750875437866e-03 1.192348149685432679e+00
7.503751875937969204e-03 1.185323785148125753e+00
8.004002001000499675e-03 1.178245752682435254e+00
8.504252126063031880e-03 1.171115416855894820e+00
9.004502251125562351e-03 1.163934146476588216e+00
9.504752376188094556e-03 1.156703343778550108e+00
1.000500250125062503e-02 1.149424383290345020e+00
1.050525262631315723e-02 1.142098632439287442e+00
1.100550275137568770e-02 1.134727461779294622e+00
1.150575287643821817e-02 1.127312270678584749e+00
1.200600300150075038e-02 1.119854431164064579e+00
1.250625312656328085e-02 1.112355308348355276e+00
1.300650325162581306e-02 1.104816269767960879e+00
1.350675337668834353e-02 1.097238707710212147e+00
1.400700350175087573e-02 1.089623986946864020e+00
1.450725362681340620e-02 1.081973465633237153e+00
1.500750375187593841e-02 1.074288503145091500e+00
1.550775387693846888e-02 1.066570479240195768e+00
1.600800400200099935e-02 1.058820747136990592e+00
1.650825412706352982e-02 1.051040653678446235e+00
1.700850425212606376e-02 1.043231545886440959e+00
1.750875437718859423e-02 1.035394786761712815e+00
1.800900450225112470e-02 1.027531713130200419e+00
1.850925462731365517e-02 1.019643655704725704e+00
1.900950475237618911e-02 1.011731944415902529e+00
1.950975487743871958e-02 1.003797921266252891e+00
2.001000500250125005e-02 9.958429028078332745e-01
2.051025512756378053e-02 9.878681997864481312e-01
2.101050525262631447e-02 9.798751209106090210e-01
2.151075537768884494e-02 9.718649826413213733e-01
2.201100550275137541e-02 9.638390771124067946e-01
2.251125562781390588e-02 9.557986909340511206e-01
2.301150575287643635e-02 9.477451077253158385e-01
2.351175587793897029e-02 9.396796148052647402e-01
2.401200600300150076e-02 9.316034759330487081e-01
2.451225612806403123e-02 9.235179496959344814e-01
2.501250625312656170e-02 9.154242907190806022e-01
2.551275637818909564e-02 9.073237535583454916e-01
2.601300650325162611e-02 8.992175701993840864e-01
2.651325662831415311e-02 8.911069677989624793e-01
2.701350675337668705e-02 8.829931683138473320e-01
2.751375687843922099e-02 8.748773897167390068e-01
2.801400700350175146e-02 8.667608290311881181e-01
2.851425712856427847e-02 8.586446787878240228e-01
2.901450725362681241e-02 8.505301251379098204e-01
2.951475737868934635e-02 8.424183463673068362e-01
3.001500750375187682e-02 8.343105012022280498e-01
3.051525762881440382e-02 8.262077442050751452e-01
3.101550775387693776e-02 8.181112227634613765e-01
3.151575787893947517e-02 8.100220728814144788e-01
3.201600800400199870e-02 8.019414121720619404e-01
3.251625812906452917e-02 7.938703544886532848e-01
3.301650825412705964e-02 7.858100028620943478e-01
3.351675837918959705e-02 7.777614457677748394e-01
3.401700850425212752e-02 7.697257688214403926e-01
3.451725862931465105e-02 7.617040540042773200e-01
3.501750875437718846e-02 7.536973360487166929e-01
3.551775887943971893e-02 7.457066481851089002e-01
3.601800900450224940e-02 7.377330917176435632e-01
3.651825912956477987e-02 7.297776219803425723e-01
3.701850925462731035e-02 7.218412335081985098e-01
3.751875937968984775e-02 7.139249737248755112e-01
3.801900950475237823e-02 7.060298126448328881e-01
3.851925962981490176e-02 6.981567313100481842e-01
3.901950975487743917e-02 6.903066827696784369e-01
3.951975987993996964e-02 6.824806062528104844e-01
4.002001000500250011e-02 6.746794498250396899e-01
4.052026013006503058e-02 6.669041136877693621e-01
4.102051025512756105e-02 6.591555033522688012e-01
4.152076038019009846e-02 6.514345399650016688e-01
4.202101050525262893e-02 6.437420988140994949e-01
4.252126063031515246e-02 6.360790488204448589e-01
4.302151075537768987e-02 6.284462615887083103e-01
4.352176088044022034e-02 6.208445632300986228e-01
4.402201100550275081e-02 6.132747872206593120e-01
4.452226113056528128e-02 6.057377701968623684e-01
4.502251125562781175e-02 5.982343322751687564e-01
4.552276138069034916e-02 5.907652070791007404e-01
4.602301150575287270e-02 5.833311978421151789e-01
4.652326163081540317e-02 5.759331001406264861e-01
4.702351175587794058e-02 5.685716327300305295e-01
4.752376188094047105e-02 5.612475374096279612e-01
4.802401200600300152e-02 5.539615446502853535e-01
4.852426213106553199e-02 5.467143562115991395e-01
4.902451225612806246e-02 5.395066570312220255e-01
4.952476238119059987e-02 5.323391407965376576e-01
5.002501250625312340e-02 5.252124534156635827e-01
5.052526263131565387e-02 5.181272449035346783e-01
5.102551275637819128e-02 5.110841772858821797e-01
5.152576288144072175e-02 5.040838676620242875e-01
5.202601300650325222e-02 4.971269267612091758e-01
5.252626313156578269e-02 4.902139661612480714e-01
