   0.0000000e+00   2.0400000e-02   9.1480000e-01   5.0000000e-02   1.0000000e-04   6.2000000e-02   4.9430000e-01
   1.0000000e+00   2.0649992e-02   9.1167807e-01   5.0004177e-02   1.4000985e-04   6.2678349e-02   4.9677769e-01
   2.0000000e+00   2.0851553e-02   9.0873688e-01   5.0008140e-02   1.4173882e-04   6.3362490e-02   4.9926780e-01
   3.0000000e+00   2.1031542e-02   9.0605669e-01   5.0011887e-02   1.4328655e-04   6.4049230e-02   5.0177039e-01
   4.0000000e+00   2.1201891e-02   9.0347708e-01   5.0015429e-02   1.4520787e-04   6.4737107e-02   5.0428552e-01
   5.0000000e+00   2.1368915e-02   9.0089151e-01   5.0018786e-02   1.4674321e-04   6.5425502e-02   5.0681326e-01
   6.0000000e+00   2.1536190e-02   8.9823202e-01   5.0021976e-02   1.4821143e-04   6.6114254e-02   5.0935368e-01
   7.0000000e+00   2.1705902e-02   8.9545111e-01   5.0025020e-02   1.5048900e-04   6.6803466e-02   5.1190682e-01
   8.0000000e+00   2.1879538e-02   8.9251106e-01   5.0027940e-02   1.5234242e-04   6.7493400e-02   5.1447277e-01
   9.0000000e+00   2.2058259e-02   8.8937735e-01   5.0030755e-02   1.5394874e-04   6.8184434e-02   5.1705157e-01
   1.0000000e+01   2.2243119e-02   8.8601450e-01   5.0033486e-02   1.5603140e-04   6.8877039e-02   5.1964330e-01
   1.1000000e+01   2.2435198e-02   8.8238290e-01   5.0036152e-02   1.5753399e-04   6.9571768e-02   5.2224803e-01
   1.2000000e+01   2.2635711e-02   8.7843569e-01   5.0038773e-02   1.5964754e-04   7.0269268e-02   5.2486580e-01
   1.3000000e+01   2.2846103e-02   8.7411547e-01   5.0041368e-02   1.6156578e-04   7.0970291e-02   5.2749671e-01
   1.4000000e+01   2.3068161e-02   8.6934995e-01   5.0043959e-02   1.6334804e-04   7.1675716e-02   5.3014079e-01
   1.5000000e+01   2.3304163e-02   8.6404585e-01   5.0046568e-02   1.6522040e-04   7.2386588e-02   5.3279814e-01
   1.6000000e+01   2.3557083e-02   8.5808016e-01   5.0049219e-02   1.6721854e-04   7.3104164e-02   5.3546880e-01
   1.7000000e+01   2.3830906e-02   8.5128670e-01   5.0051941e-02   1.6905367e-04   7.3829985e-02   5.3815285e-01
   1.8000000e+01   2.4131112e-02   8.4343518e-01   5.0054770e-02   1.7105142e-04   7.4565981e-02   5.4085035e-01
   1.9000000e+01   2.4465463e-02   8.3419705e-01   5.0057748e-02   1.7296776e-04   7.5314635e-02   5.4356137e-01
   2.0000000e+01   2.4845329e-02   8.2308812e-01   5.0060934e-02   1.7482211e-04   7.6079227e-02   5.4628598e-01
   2.1000000e+01   2.5288027e-02   8.0936790e-01   5.0064410e-02   1.7731414e-04   7.6864241e-02   5.4902425e-01
   2.2000000e+01   2.5821153e-02   7.9185556e-01   5.0068295e-02   1.7898071e-04   7.7676052e-02   5.5177625e-01
   2.3000000e+01   2.6491110e-02   7.6857663e-01   5.0072783e-02   1.8158413e-04   7.8524159e-02   5.5454204e-01
   2.4000000e+01   2.7381094e-02   7.3605085e-01   5.0078202e-02   1.8436018e-04   7.9423524e-02   5.5732169e-01
   2.5000000e+01   2.8652341e-02   6.8778221e-01   5.0085186e-02   1.8697581e-04   8.0399386e-02   5.6011528e-01
   2.6000000e+01   3.0649113e-02   6.1091947e-01   5.0095117e-02   1.9006136e-04   8.1498063e-02   5.6292287e-01
   2.7000000e+01   3.4203025e-02   4.7890564e-01   5.0111682e-02   1.9375514e-04   8.2814246e-02   5.6574453e-01
   2.8000000e+01   4.1627499e-02   2.4302340e-01   5.0148304e-02   1.9846493e-04   8.4570014e-02   5.6858034e-01
   2.9000000e+01   5.7230939e-02   3.9519787e-02   5.0275550e-02   2.0607963e-04   8.7311071e-02   5.7143036e-01
   3.0000000e+01   7.5538704e-02   2.3251186e-02   5.0726349e-02   2.1862136e-04   9.1570892e-02   5.7429467e-01
   3.1000000e+01   9.3532899e-02   1.6787625e-02   5.1886564e-02   2.3575717e-04   9.7342624e-02   5.7717333e-01
   3.2000000e+01   1.1106845e-01   1.3231675e-02   5.4300078e-02   2.5800869e-04   1.0452743e-01   5.8006642e-01
   3.3000000e+01   1.2810806e-01   1.0980012e-02   5.8649865e-02   2.8529264e-04   1.1301589e-01   5.8297402e-01
   3.4000000e+01   1.4464483e-01   9.4269768e-03   6.5709952e-02   3.1837170e-04   1.2269469e-01   5.8589619e-01
   3.5000000e+01   1.6068395e-01   8.2918750e-03   7.6278943e-02   3.5691560e-04   1.3344962e-01   5.8883300e-01
   3.6000000e+01   1.7623617e-01   7.4266144e-03   9.1103903e-02   4.0168577e-04   1.4516738e-01   5.9178454e-01
   3.7000000e+01   1.9131494e-01   6.7456021e-03   1.1080589e-01   4.5417270e-04   1.5773684e-01   5.9475087e-01
   3.8000000e+01   2.0593505e-01   6.1960944e-03   1.3581885e-01   5.1363939e-04   1.7105002e-01   5.9773208e-01
