   3.5140718e-03   9.7892989e+00
   3.6731783e-03   9.3673168e+00
   3.8387175e-03   8.9660198e+00
   4.0109214e-03   8.5842604e+00
   4.1900293e-03   8.2209635e+00
   4.3762880e-03   7.8751214e+00
   4.5699519e-03   7.5457887e+00
   4.7712834e-03   7.2320783e+00
   4.9805527e-03   6.9331569e+00
   5.1980385e-03   6.6482416e+00
   5.4240276e-03   6.3765961e+00
   5.6588156e-03   6.1175280e+00
   5.9027070e-03   5.8703854e+00
   6.1560152e-03   5.6345545e+00
   6.4190628e-03   5.4094570e+00
   6.6921818e-03   5.1945477e+00
   6.9757139e-03   4.9893126e+00
   7.2700106e-03   4.7932664e+00
   7.5754334e-03   4.6059514e+00
   7.8923541e-03   4.4269352e+00
   8.2211550e-03   4.2558093e+00
   8.5622287e-03   4.0921876e+00
   8.9159791e-03   3.9357051e+00
   9.2828209e-03   3.7860165e+00
   9.6631800e-03   3.6427951e+00
   1.0057494e-02   3.5057317e+00
   1.0466212e-02   3.3745333e+00
   1.0889795e-02   3.2489227e+00
   1.1328716e-02   3.1286369e+00
   1.1783460e-02   3.0134268e+00
   1.2254525e-02   2.9030560e+00
   1.2742421e-02   2.7973005e+00
   1.3247671e-02   2.6959476e+00
   1.3770811e-02   2.5987955e+00
   1.4312391e-02   2.5056525e+00
   1.4872973e-02   2.4163367e+00
   1.5453132e-02   2.3306751e+00
   1.6053458e-02   2.2485036e+00
   1.6674555e-02   2.1696659e+00
   1.7317038e-02   2.0940135e+00
   1.7981540e-02   2.0214053e+00
   1.8668706e-02   1.9517069e+00
   1.9379193e-02   1.8847905e+00
   2.0113677e-02   1.8205344e+00
   2.0872845e-02   1.7588230e+00
   2.1657399e-02   1.6995458e+00
   2.2468056e-02   1.6425978e+00
   2.3305547e-02   1.5878789e+00
   2.4170617e-02   1.5352938e+00
   2.5064027e-02   1.4847517e+00
   2.5986551e-02   1.4361657e+00
   2.6938979e-02   1.3894534e+00
   2.7922113e-02   1.3445359e+00
   2.8936772e-02   1.3013379e+00
   2.9983787e-02   1.2597879e+00
   3.1064003e-02   1.2198173e+00
   3.2178282e-02   1.1813607e+00
   3.3327495e-02   1.1443559e+00
   3.4512531e-02   1.1087431e+00
   3.5734289e-02   1.0744655e+00
   3.6993683e-02   1.0414687e+00
   3.8291639e-02   1.0097008e+00
   3.9629095e-02   9.7911208e-01
   4.1007002e-02   9.4965519e-01
   4.2426321e-02   9.2128473e-01
   4.3888028e-02   8.9395733e-01
   4.5393105e-02   8.6763152e-01
   4.6942548e-02   8.4226764e-01
   4.8537361e-02   8.1782770e-01
   5.0178557e-02   7.9427544e-01
   5.1867161e-02   7.7157607e-01
   5.3604201e-02   7.4969634e-01
   5.5390716e-02   7.2860444e-01
   5.7227750e-02   7.0826988e-01
   5.9116355e-02   6.8866347e-01
   6.1057584e-02   6.6975727e-01
   6.3052499e-02   6.5152448e-01
   6.5102162e-02   6.3393951e-01
   6.7207640e-02   6.1697775e-01
   6.9369999e-02   6.0061567e-01
   7.1590308e-02   5.8483073e-01
   7.3869633e-02   5.6960126e-01
   7.6209041e-02   5.5490657e-01
   7.8609594e-02   5.4072676e-01
   8.1072352e-02   5.2704280e-01
   8.3598368e-02   5.1383642e-01
   8.6188690e-02   5.0109008e-01
   8.8844359e-02   4.8878698e-01
   9.1566405e-02   4.7691100e-01
   9.4355850e-02   4.6544668e-01
   9.7213702e-02   4.5437915e-01
   1.0014096e-01   4.4369423e-01
   1.0313860e-01   4.3337820e-01
   1.0620759e-01   4.2341797e-01
   1.0934888e-01   4.1380094e-01
   1.1256340e-01   4.0451506e-01
   1.1585206e-01   3.9554871e-01
   1.1921574e-01   3.8689075e-01
   1.2265530e-01   3.7853050e-01
   1.2617159e-01   3.7045770e-01
   1.2976540e-01   3.6266251e-01
   1.3343754e-01   3.5513542e-01
   1.3718874e-01   3.4786739e-01
   1.4101972e-01   3.4084967e-01
   1.4493118e-01   3.3407389e-01
   1.4892376e-01   3.2753199e-01
   1.5299807e-01   3.2121627e-01
   1.5715470e-01   3.1511927e-01
   1.6139419e-01   3.0923388e-01
   1.6571701e-01   3.0355324e-01
   1.7012364e-01   2.9807078e-01
   1.7461448e-01   2.9278021e-01
   1.7918989e-01   2.8767541e-01
   1.8385018e-01   2.8275061e-01
   1.8859563e-01   2.7800020e-01
   1.9342646e-01   2.7341880e-01
   1.9834282e-01   2.6900128e-01
   2.0334485e-01   2.6474268e-01
   2.0843259e-01   2.6063824e-01
   2.1360606e-01   2.5668342e-01
   2.1886521e-01   2.5287384e-01
   2.2420995e-01   2.4920533e-01
   2.2964010e-01   2.4567384e-01
   2.3515546e-01   2.4227552e-01
   2.4075576e-01   2.3900668e-01
   2.4644065e-01   2.3586378e-01
   2.5220976e-01   2.3284341e-01
   2.5806263e-01   2.2994236e-01
   2.6399875e-01   2.2715748e-01
   2.7001755e-01   2.2448580e-01
   2.7611842e-01   2.2192451e-01
   2.8230065e-01   2.1947086e-01
   2.8856351e-01   2.1712226e-01
   2.9490620e-01   2.1487626e-01
   3.0132785e-01   2.1273046e-01
   3.0782755e-01   2.1068263e-01
   3.1440431e-01   2.0873065e-01
   3.2105711e-01   2.0687245e-01
   3.2778486e-01   2.0510613e-01
   3.3458643e-01   2.0342984e-01
   3.4146061e-01   2.0184185e-01
   3.4840617e-01   2.0034055e-01
   3.5542180e-01   1.9892436e-01
   3.6250617e-01   1.9759188e-01
   3.6965788e-01   1.9634171e-01
   3.7687550e-01   1.9517260e-01
   3.8415754e-01   1.9408337e-01
   3.9150249e-01   1.9307291e-01
   3.9890877e-01   1.9214021e-01
   4.0637479e-01   1.9128436e-01
   4.1389891e-01   1.9050451e-01
   4.2147945e-01   1.8979989e-01
   4.2911471e-01   1.8916983e-01
   4.3680296e-01   1.8861371e-01
   4.4454242e-01   1.8813104e-01
   4.5233132e-01   1.8772139e-01
   4.6016784e-01   1.8738439e-01
   4.6805015e-01   1.8711976e-01
   4.7597639e-01   1.8692736e-01
   4.8394471e-01   1.8680704e-01
   4.9195321e-01   1.8675881e-01
   5.0000000e-01   1.8678272e-01
   5.0808318e-01   1.8687894e-01
   5.1620085e-01   1.8704771e-01
   5.2435109e-01   1.8728937e-01
   5.3253197e-01   1.8760435e-01
   5.4074160e-01   1.8799318e-01
   5.4897805e-01   1.8845648e-01
   5.5723941e-01   1.8899499e-01
   5.6552379e-01   1.8960955e-01
   5.7382929e-01   1.9030111e-01
   5.8215403e-01   1.9107071e-01
   5.9049613e-01   1.9191956e-01
   5.9885376e-01   1.9284896e-01
   6.0722506e-01   1.9386036e-01
   6.1560823e-01   1.9495531e-01
   6.2400146e-01   1.9613559e-01
   6.3240298e-01   1.9740306e-01
   6.4081103e-01   1.9875976e-01
   6.4922390e-01   2.0020789e-01
   6.5763988e-01   2.0174991e-01
   6.6605730e-01   2.0338840e-01
   6.7447452e-01   2.0512615e-01
   6.8288993e-01   2.0696624e-01
   6.9130195e-01   2.0891191e-01
   6.9970904e-01   2.1096675e-01
   7.0810968e-01   2.1313455e-01
   7.1650239e-01   2.1541944e-01
   7.2488574e-01   2.1782588e-01
   7.3325832e-01   2.2035866e-01
   7.4161876e-01   2.2302299e-01
   7.4996574e-01   2.2582447e-01
   7.5829795e-01   2.2876919e-01
   7.6661415e-01   2.3186369e-01
   7.7491311e-01   2.3511513e-01
   7.8319368e-01   2.3853119e-01
   7.9145470e-01   2.4212029e-01
   7.9969508e-01   2.4589152e-01
   8.0791376e-01   2.4985482e-01
   8.1610973e-01   2.5402104e-01
   8.2428201e-01   2.5840197e-01
   8.3242965e-01   2.6301059e-01
   8.4055176e-01   2.6786109e-01
   8.4864747e-01   2.7296907e-01
   8.5671597e-01   2.7835172e-01
   8.6475646e-01   2.8402800e-01
   8.7276820e-01   2.9001888e-01
   8.8075049e-01   2.9634766e-01
   8.8870264e-01   3.0304030e-01
   8.9662403e-01   3.1012569e-01
   9.0451405e-01   3.1763630e-01
   9.1237214e-01   3.2560852e-01
   9.2019777e-01   3.3408351e-01
   9.2799045e-01   3.4310790e-01
   9.3574970e-01   3.5273467e-01
   9.4347511e-01   3.6302456e-01
   9.5116627e-01   3.7404729e-01
   9.5882283e-01   3.8588351e-01
   9.6644444e-01   3.9862702e-01
   9.7403079e-01   4.1238771e-01
   9.8158163e-01   4.2729520e-01
   9.8909669e-01   4.4350364e-01
   9.9657576e-01   4.6119805e-01
   1.0040186e+00   4.8060257e-01
   1.0114252e+00   5.0199200e-01
   1.0187952e+00   5.2570726e-01
   1.0261286e+00   5.5217738e-01
   1.0334254e+00   5.8195107e-01
   1.0406853e+00   6.1574325e-01
   1.0479085e+00   6.5450574e-01
   1.0550947e+00   6.9953864e-01
   1.0622442e+00   7.5267308e-01
   1.0693568e+00   8.1658650e-01
   1.0764326e+00   8.9538167e-01
   1.0834716e+00   9.9573700e-01
   1.0904740e+00   1.1294406e+00
   1.0974397e+00   1.3198329e+00
   1.1043690e+00   1.6221102e+00
   1.1112619e+00   2.2161703e+00
   1.1181185e+00   4.5359483e+00
