   3.0000000e-02   4.7578167e-15   5.9992646e-15   1.4765592e-28   3.8498916e-29
   1.3070707e-01   7.1954705e-04   8.5492083e-04   7.1479493e-07   7.8181550e-07
   2.3141414e-01   1.9490908e-02   2.3871661e-02   5.7391452e-04   6.0956180e-04
   3.3212121e-01   7.0802358e-02   8.8499792e-02   7.9027994e-03   8.3779348e-03
   4.3282828e-01   1.4265651e-01   1.7831721e-01   3.1895816e-02   3.4012535e-02
   5.3353535e-01   2.2388880e-01   2.7579534e-01   7.5923438e-02   8.1362882e-02
   6.3424242e-01   3.0863996e-01   3.7139453e-01   1.3754395e-01   1.4754466e-01
   7.3494949e-01   3.9408939e-01   4.6096006e-01   2.1268417e-01   2.2728934e-01
   8.3565657e-01   4.7889098e-01   5.4309555e-01   2.9759489e-01   3.1550406e-01
   9.3636364e-01   5.6241234e-01   6.1769076e-01   3.8937161e-01   4.0812640e-01
   1.0370707e+00   6.4437512e-01   6.8518899e-01   4.8589767e-01   5.0219598e-01
   1.1377778e+00   7.2468162e-01   7.4623671e-01   5.8565840e-01   5.9566996e-01
   1.2384848e+00   8.0332694e-01   8.0152077e-01   6.8757800e-01   6.8719824e-01
   1.3391919e+00   8.8035379e-01   8.5169642e-01   7.9088832e-01   7.7592924e-01
   1.4398990e+00   9.5582805e-01   8.9735895e-01   8.9503859e-01   8.6136034e-01
   1.5406061e+00   1.0298257e+00   9.3903609e-01   9.9963107e-01   9.4322877e-01
   1.6413131e+00   1.1024259e+00   9.7718975e-01   1.1043763e+00   1.0214339e+00
   1.7420202e+00   1.1737059e+00   1.0122218e+00   1.2090646e+00   1.0959830e+00
   1.8427273e+00   1.2437411e+00   1.0444808e+00   1.3135419e+00   1.1669531e+00
   1.9434343e+00   1.3126022e+00   1.0742694e+00   1.4176948e+00   1.2344653e+00
   2.0441414e+00   1.3804250e+00   1.1018503e+00   1.5214431e+00   1.2986666e+00
   2.1448485e+00   1.4470626e+00   1.1274522e+00   1.6247271e+00   1.3597178e+00
   2.2455556e+00   1.5127815e+00   1.1512747e+00   1.7275039e+00   1.4177850e+00
   2.3462626e+00   1.5775643e+00   1.1734922e+00   1.8297464e+00   1.4730344e+00
   2.4469697e+00   1.6414621e+00   1.1942580e+00   1.9314348e+00   1.5256286e+00
   2.5476768e+00   1.7045196e+00   1.2137071e+00   2.0325530e+00   1.5757243e+00
   2.6483838e+00   1.7667781e+00   1.2319584e+00   2.1330984e+00   1.6234710e+00
   2.7490909e+00   1.8282797e+00   1.2491174e+00   2.2330716e+00   1.6690102e+00
   2.8497980e+00   1.8890578e+00   1.2652779e+00   2.3324681e+00   1.7124753e+00
   2.9505051e+00   1.9491486e+00   1.2805233e+00   2.4312979e+00   1.7539913e+00
   3.0512121e+00   2.0085822e+00   1.2949282e+00   2.5295585e+00   1.7936753e+00
   3.1519192e+00   2.0673887e+00   1.3085594e+00   2.6272641e+00   1.8316367e+00
   3.2526263e+00   2.1255948e+00   1.3214769e+00   2.7244191e+00   1.8679774e+00
   3.3533333e+00   2.1832276e+00   1.3337348e+00   2.8210328e+00   1.9027924e+00
   3.4540404e+00   2.2403085e+00   1.3453818e+00   2.9171160e+00   1.9361703e+00
   3.5547475e+00   2.2968642e+00   1.3564621e+00   3.0126787e+00   1.9681935e+00
   3.6554545e+00   2.3529114e+00   1.3670157e+00   3.1077236e+00   1.9989387e+00
   3.7561616e+00   2.4084731e+00   1.3770790e+00   3.2022683e+00   2.0284775e+00
   3.8568687e+00   2.4635661e+00   1.3866852e+00   3.2963201e+00   2.0568766e+00
   3.9575758e+00   2.5182084e+00   1.3958644e+00   3.3898909e+00   2.0841979e+00
   4.0582828e+00   2.5724175e+00   1.4046444e+00   3.4829869e+00   2.1104996e+00
   4.1589899e+00   2.6262070e+00   1.4130505e+00   3.5756221e+00   2.1358357e+00
   4.2596970e+00   2.6795944e+00   1.4211059e+00   3.6678006e+00   2.1602566e+00
   4.3604040e+00   2.7325916e+00   1.4288319e+00   3.7595345e+00   2.1838096e+00
   4.4611111e+00   2.7852114e+00   1.4362484e+00   3.8508340e+00   2.2065389e+00
   4.5618182e+00   2.8374686e+00   1.4433734e+00   3.9417068e+00   2.2284857e+00
   4.6625253e+00   2.8893733e+00   1.4502236e+00   4.0321626e+00   2.2496887e+00
   4.7632323e+00   2.9409364e+00   1.4568147e+00   4.1222096e+00   2.2701843e+00
   4.8639394e+00   2.9921708e+00   1.4631610e+00   4.2118243e+00   2.2900065e+00
   4.9646465e+00   3.0430848e+00   1.4692758e+00   4.3011070e+00   2.3091871e+00
   5.0653535e+00   3.0936875e+00   1.4751715e+00   4.3899721e+00   2.3277562e+00
   5.1660606e+00   3.1439901e+00   1.4808596e+00   4.4784606e+00   2.3457420e+00
   5.2667677e+00   3.1940012e+00   1.4863509e+00   4.5665780e+00   2.3631711e+00
   5.3674747e+00   3.2437274e+00   1.4916554e+00   4.6543345e+00   2.3800685e+00
   5.4681818e+00   3.2931775e+00   1.4967823e+00   4.7417664e+00   2.3964577e+00
   5.5688889e+00   3.3423610e+00   1.5017405e+00   4.8287822e+00   2.4123609e+00
   5.6695960e+00   3.3912826e+00   1.5065382e+00   4.9154888e+00   2.4277992e+00
   5.7703030e+00   3.4399503e+00   1.5111829e+00   5.0018577e+00   2.4427922e+00
   5.8710101e+00   3.4883715e+00   1.5156818e+00   5.0878961e+00   2.4573587e+00
   5.9717172e+00   3.5365523e+00   1.5200418e+00   5.1736096e+00   2.4715165e+00
   6.0724242e+00   3.5844972e+00   1.5242690e+00   5.2590070e+00   2.4852822e+00
   6.1731313e+00   3.6322139e+00   1.5283695e+00   5.3440898e+00   2.4986717e+00
   6.2738384e+00   3.6797086e+00   1.5323489e+00   5.4288653e+00   2.5117001e+00
   6.3745455e+00   3.7269860e+00   1.5362124e+00   5.5133383e+00   2.5243816e+00
   6.4752525e+00   3.7740501e+00   1.5399650e+00   5.5975144e+00   2.5367296e+00
   6.5759596e+00   3.8209072e+00   1.5436115e+00   5.6814446e+00   2.5487572e+00
   6.6766667e+00   3.8675619e+00   1.5471561e+00   5.7649976e+00   2.5604763e+00
