   6.7773737e+00   3.9140207e+00   1.5506033e+00   5.8483116e+00   2.5718987e+00
   6.8780808e+00   3.9602853e+00   1.5539568e+00   5.9313510e+00   2.5830353e+00
   6.9787879e+00   4.0063608e+00   1.5572205e+00   6.0141147e+00   2.5938967e+00
   7.0794949e+00   4.0522518e+00   1.5603978e+00   6.0966106e+00   2.6044928e+00
   7.1802020e+00   4.0979632e+00   1.5634923e+00   6.1788417e+00   2.6148331e+00
   7.2809091e+00   4.1434971e+00   1.5665071e+00   6.2608123e+00   2.6249268e+00
   7.3816162e+00   4.1888570e+00   1.5694451e+00   6.3425272e+00   2.6347824e+00
   7.4823232e+00   4.2340479e+00   1.5723094e+00   6.4239916e+00   2.6444082e+00
   7.5830303e+00   4.2790733e+00   1.5751026e+00   6.5052063e+00   2.6538122e+00
   7.6837374e+00   4.3239376e+00   1.5778274e+00   6.5861796e+00   2.6630018e+00
   7.7844444e+00   4.3686412e+00   1.5804862e+00   6.6669085e+00   2.6719842e+00
   7.8851515e+00   4.4132260e+00   1.5830814e+00   6.7473995e+00   2.6807663e+00
   7.9858586e+00   4.4575835e+00   1.5856152e+00   6.8276571e+00   2.6893547e+00
   8.0865657e+00   4.5018283e+00   1.5880898e+00   6.9076838e+00   2.6977557e+00
   8.1872727e+00   4.5459266e+00   1.5905073e+00   6.9874832e+00   2.7059753e+00
   8.2879798e+00   4.5898804e+00   1.5928696e+00   7.0670588e+00   2.7140192e+00
   8.3886869e+00   4.6336911e+00   1.5951785e+00   7.1464396e+00   2.7218931e+00
   8.4893939e+00   4.6773634e+00   1.5974359e+00   7.2255525e+00   2.7296022e+00
   8.5901010e+00   4.7208992e+00   1.5996435e+00   7.3044780e+00   2.7371517e+00
   8.6908081e+00   4.7643014e+00   1.6018028e+00   7.3831890e+00   2.7445463e+00
   8.7915152e+00   4.8075713e+00   1.6039154e+00   7.4616905e+00   2.7517908e+00
   8.8922222e+00   4.8507132e+00   1.6059830e+00   7.5399688e+00   2.7588897e+00
   8.9929293e+00   4.8937267e+00   1.6080067e+00   7.6180599e+00   2.7658473e+00
   9.0936364e+00   4.9366153e+00   1.6099882e+00   7.6959509e+00   2.7726678e+00
   9.1943434e+00   4.9793805e+00   1.6119285e+00   7.7736600e+00   2.7793551e+00
   9.2950505e+00   5.0220267e+00   1.6138291e+00   7.8511572e+00   2.7859131e+00
   9.3957576e+00   5.0645530e+00   1.6156911e+00   7.9285282e+00   2.7923456e+00
   9.4964646e+00   5.1069625e+00   1.6175158e+00   8.0055763e+00   2.7986559e+00
   9.5971717e+00   5.1492562e+00   1.6193041e+00   8.0825039e+00   2.8048477e+00
   9.6978788e+00   5.1914377e+00   1.6210571e+00   8.1592427e+00   2.8109241e+00
   9.7985859e+00   5.2335092e+00   1.6227760e+00   8.2357976e+00   2.8168884e+00
   9.8992929e+00   5.2755173e+00   1.6244617e+00   8.3121715e+00   2.8227437e+00
   1.0000000e+01   5.3173233e+00   1.6261152e+00   8.3883651e+00   2.8284928e+00
