  -1.1746000e+01   1.5031875e+00   1.0943795e-01
  -1.1492000e+01   1.2635436e+00   1.1238112e-01
  -1.1238000e+01   1.1412612e+00   1.1538875e-01
  -1.0984000e+01   1.0616293e+00   1.1846160e-01
  -1.0730000e+01   1.0036232e+00   1.2160036e-01
  -1.0476000e+01   9.5853861e-01   1.2480571e-01
  -1.0222000e+01   9.2193816e-01   1.2807830e-01
  -9.9680000e+00   8.9128191e-01   1.3141876e-01
  -9.7140000e+00   8.6508310e-01   1.3482768e-01
  -9.4600000e+00   8.4223105e-01   1.3830561e-01
  -9.2060000e+00   8.2208001e-01   1.4185307e-01
  -8.9520000e+00   8.0409701e-01   1.4547055e-01
  -8.6980000e+00   7.8784232e-01   1.4915850e-01
  -8.4440000e+00   7.7307027e-01   1.5291731e-01
  -8.1900000e+00   7.5948115e-01   1.5674735e-01
  -7.9360000e+00   7.4702091e-01   1.6064894e-01
  -7.6820000e+00   7.3549461e-01   1.6462234e-01
  -7.4280000e+00   7.2479259e-01   1.6866777e-01
  -7.1740000e+00   7.1477715e-01   1.7278541e-01
  -6.9200000e+00   7.0535381e-01   1.7697538e-01
  -6.6660000e+00   6.9653689e-01   1.8123773e-01
  -6.4120000e+00   6.8823831e-01   1.8557248e-01
  -6.1580000e+00   6.8034104e-01   1.8997958e-01
  -5.9040000e+00   6.7283337e-01   1.9445893e-01
  -5.6500000e+00   6.6573708e-01   1.9901035e-01
  -5.3960000e+00   6.5904070e-01   2.0363363e-01
  -5.1420000e+00   6.5254040e-01   2.0832847e-01
  -4.8880000e+00   6.4642283e-01   2.1309452e-01
  -4.6340000e+00   6.4048887e-01   2.1793135e-01
  -4.3800000e+00   6.3485958e-01   2.2283849e-01
  -4.1260000e+00   6.2946575e-01   2.2781538e-01
  -3.8720000e+00   6.2424069e-01   2.3286140e-01
  -3.6180000e+00   6.1924189e-01   2.3797586e-01
  -3.3640000e+00   6.1440406e-01   2.4315801e-01
  -3.1100000e+00   6.0978403e-01   2.4840701e-01
  -2.8560000e+00   6.0528807e-01   2.5372198e-01
  -2.6020000e+00   6.0097303e-01   2.5910194e-01
  -2.3480000e+00   5.9674743e-01   2.6454585e-01
  -2.0940000e+00   5.9269724e-01   2.7005262e-01
  -1.8400000e+00   5.8881924e-01   2.7562107e-01
  -1.5860000e+00   5.8502412e-01   2.8124994e-01
  -1.3320000e+00   5.8131059e-01   2.8693794e-01
  -1.0780000e+00   5.7776255e-01   2.9268367e-01
  -8.2400000e-01   5.7432080e-01   2.9848570e-01
  -5.7000000e-01   5.7095564e-01   3.0434250e-01
  -3.1600000e-01   5.6774959e-01   3.1025251e-01
  -6.2000000e-02   5.6458926e-01   3.1621409e-01
   1.9200000e-01   5.6155680e-01   3.2222553e-01
   4.4600000e-01   5.5859547e-01   3.2828508e-01
   7.0000000e-01   5.5570430e-01   3.3439092e-01
   9.5400000e-01   5.5293663e-01   3.4054117e-01
   1.2080000e+00   5.5026374e-01   3.4673392e-01
   1.4620000e+00   5.4765752e-01   3.5296719e-01
   1.7160000e+00   5.4514385e-01   3.5923896e-01
   1.9700000e+00   5.4269496e-01   3.6554715e-01
   2.2240000e+00   5.4031007e-01   3.7188966e-01
   2.4780000e+00   5.3804119e-01   3.7826433e-01
   2.7320000e+00   5.3586066e-01   3.8466898e-01
   2.9860000e+00   5.3371512e-01   3.9110138e-01
   3.2400000e+00   5.3170848e-01   3.9755928e-01
   3.4940000e+00   5.2973534e-01   4.0404039e-01
   3.7480000e+00   5.2787299e-01   4.1054242e-01
   4.0020000e+00   5.2606874e-01   4.1706304e-01
   4.2560000e+00   5.2437340e-01   4.2359990e-01
   4.5100000e+00   5.2278594e-01   4.3015065e-01
   4.7640000e+00   5.2125434e-01   4.3671292e-01
   5.0180000e+00   5.1982903e-01   4.4328433e-01
   5.2720000e+00   5.1845839e-01   4.4986251e-01
   5.5260000e+00   5.1719262e-01   4.5644508e-01
   5.7800000e+00   5.1603096e-01   4.6302967e-01
   6.0340000e+00   5.1497269e-01   4.6961390e-01
   6.2880000e+00   5.1399203e-01   4.7619541e-01
   6.5420000e+00   5.1313873e-01   4.8277188e-01
   6.7960000e+00   5.1238706e-01   4.8934096e-01
   7.0500000e+00   5.1171155e-01   4.9590036e-01
   7.3040000e+00   5.1113687e-01   5.0244778e-01
   7.5580000e+00   5.1068763e-01   5.0898098e-01
   7.8120000e+00   5.1036346e-01   5.1549772e-01
   8.0660000e+00   5.1011426e-01   5.2199581e-01
   8.3200000e+00   5.1001463e-01   5.2847310e-01
   8.5740000e+00   5.1001463e-01   5.3492746e-01
   8.8280000e+00   5.1011424e-01   5.4135680e-01
   9.0820000e+00   5.1036332e-01   5.4775909e-01
   9.3360000e+00   5.1071220e-01   5.5413235e-01
   9.5900000e+00   5.1116107e-01   5.6047461e-01
   9.8440000e+00   5.1176009e-01   5.6678398e-01
   1.0098000e+01   5.1245976e-01   5.7305862e-01
   1.0352000e+01   5.1328550e-01   5.7929673e-01
   1.0606000e+01   5.1423789e-01   5.8549657e-01
   1.0860000e+01   5.1524226e-01   5.9165646e-01
   1.1114000e+01   5.1642470e-01   5.9777477e-01
   1.1368000e+01   5.1768550e-01   6.0384994e-01
   1.1622000e+01   5.1910105e-01   6.0988045e-01
   1.1876000e+01   5.2057116e-01   6.1586485e-01
   1.2130000e+01   5.2219794e-01   6.2180176e-01
   1.2384000e+01   5.2390630e-01   6.2768984e-01
   1.2638000e+01   5.2569700e-01   6.3352784e-01
   1.2892000e+01   5.2759649e-01   6.3931453e-01
   1.3146000e+01   5.2958013e-01   6.4504879e-01
   1.3400000e+01   5.3164880e-01   6.5072953e-01
   1.3654000e+01   5.3382939e-01   6.5635572e-01
   1.3908000e+01   5.3604499e-01   6.6192642e-01
   1.4162000e+01   5.3837449e-01   6.6744073e-01
   1.4416000e+01   5.4074039e-01   6.7289780e-01
   1.4670000e+01   5.4319590e-01   6.7829688e-01
   1.4924000e+01   5.4570235e-01   6.8363723e-01
   1.5178000e+01   5.4826033e-01   6.8891820e-01
   1.5432000e+01   5.5088384e-01   6.9413919e-01
   1.5686000e+01   5.5354680e-01   6.9929966e-01
   1.5940000e+01   5.5624967e-01   7.0439913e-01
   1.6194000e+01   5.5899289e-01   7.0943715e-01
   1.6448000e+01   5.6176329e-01   7.1441337e-01
   1.6702000e+01   5.6457485e-01   7.1932744e-01
   1.6956000e+01   5.6740048e-01   7.2417910e-01
   1.7210000e+01   5.7025410e-01   7.2896812e-01
   1.7464000e+01   5.7309424e-01   7.3369433e-01
   1.7718000e+01   5.7596950e-01   7.3835760e-01
   1.7972000e+01   5.7883810e-01   7.4295785e-01
   1.8226000e+01   5.8172099e-01   7.4749504e-01
   1.8480000e+01   5.8461823e-01   7.5196919e-01
   1.8734000e+01   5.8750136e-01   7.5638033e-01
   1.8988000e+01   5.9037002e-01   7.6072857e-01
   1.9242000e+01   5.9323106e-01   7.6501401e-01
   1.9496000e+01   5.9606976e-01   7.6923684e-01
   1.9750000e+01   5.9892205e-01   7.7339724e-01
   2.0004000e+01   6.0172219e-01   7.7749545e-01
   2.0258000e+01   6.0451338e-01   7.8153175e-01
   2.0512000e+01   6.0727324e-01   7.8550643e-01
   2.0766000e+01   6.1002347e-01   7.8941981e-01
   2.1020000e+01   6.1273402e-01   7.9327225e-01
   2.1274000e+01   6.1541922e-01   7.9706414e-01
   2.1528000e+01   6.1807111e-01   8.0079589e-01
   2.1782000e+01   6.2068162e-01   8.0446792e-01
   2.2036000e+01   6.2326526e-01   8.0808070e-01
   2.2290000e+01   6.2581021e-01   8.1163470e-01
   2.2544000e+01   6.2831590e-01   8.1513041e-01
   2.2798000e+01   6.3078560e-01   8.1856836e-01
   2.3052000e+01   6.3321880e-01   8.2194908e-01
   2.3306000e+01   6.3560342e-01   8.2527311e-01
   2.3560000e+01   6.3794659e-01   8.2854103e-01
   2.3814000e+01   6.4025167e-01   8.3175340e-01
   2.4068000e+01   6.4251037e-01   8.3491083e-01
   2.4322000e+01   6.4472214e-01   8.3801392e-01
   2.4576000e+01   6.4689430e-01   8.4106327e-01
   2.4830000e+01   6.4902640e-01   8.4405952e-01
   2.5084000e+01   6.5111006e-01   8.4700330e-01
   2.5338000e+01   6.5314478e-01   8.4989525e-01
   2.5592000e+01   6.5514599e-01   8.5273600e-01
   2.5846000e+01   6.5709336e-01   8.5552623e-01
   2.6100000e+01   6.5899838e-01   8.5826658e-01
